item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT
168	Myrosian Gauntlets	Myros was a land of fabled blacksmiths, the finest in the Empire.	Guanteletes de Myros	Myros tenía fama de tener los mejores herreros en el gran Imperio.	Мирозианские наручи	Мирос был землёй знаменитых кузнецов, лучших во всей Империи.	Braceletes Myrosianos	Myros era uma terra de ferreiros lendários, os melhores do Império.	Myrosische Handschuhe	Myros war ein Land von sagenumwobenen Schmieden, den besten im gesamten Reich.	Myrosjańskie rękawice	Myrosja była ojczyzną legendarnych kowali, najlepszych w Imperium.	Myrosianské Rukavice	Myros byla země legendárních kovářů, těch nejlepších v Impériu.	Myrosyalı Eldiveni	Myros, imparatorluğun en iyi demircilerinin bulunduğu efsanevi bir diyardı.	Guanti Mirosiani	Myros era una terra di fabbri favolosi, i migliori dell'Impero
169	Myrosian Leggings	Myros was a land of fabled blacksmiths, the finest in the Empire.	Grebas de Myros	Myros tenía fama de tener los mejores herreros en el gran Imperio.		Мирос был землёй знаменитых кузнецов, лучших во всей Империи.		Myros era uma terra de ferreiros lendários, os melhores do Império.	Myrosische Hosen	Myros war ein Land von sagenumwobenen Schmieden, den besten im gesamten Reich.	Myrosjańskie nogawice	Myrosja była ojczyzną legendarnych kowali, najlepszych w Imperium.			Myrosyalı Bacak Zırhı	Myros, imparatorluğun en iyi demircilerinin bulunduğu efsanevi bir diyardı.	Guanti Mirosiani	Myros era una terra di fabbri favolosi, i migliori dell'Impero
170	Myrosian Boots	Myros was a land of fabled blacksmiths, the finest in the Empire.	Botas de Myros	Myros tenía fama de tener los mejores herreros en el gran Imperio.		Мирос был землёй знаменитых кузнецов, лучших во всей Империи.		Myros era uma terra de ferreiros lendários, os melhores do Império.	Myrosische Stiefel	Myros war ein Land von sagenumwobenen Schmieden, den besten im gesamten Reich.	Myrosjańskie buty	Myrosja była ojczyzną legendarnych kowali, najlepszych w Imperium.			Myrosyalı Çizmesi	Myros, imparatorluğun en iyi demircilerinin bulunduğu efsanevi bir diyardı.	Guanti Mirosiani	Myros era una terra di fabbri favolosi, i migliori dell'Impero
171	Myrosian Helm	Myros was a land of fabled blacksmiths, the finest in the Empire.	Yelmo de Myros	Myros tenía fama de tener los mejores herreros en el gran Imperio.		Мирос был землёй знаменитых кузнецов, лучших во всей Империи.		Myros era uma terra de ferreiros lendários, os melhores do Império.	Myrosischer Helm	Myros war ein Land von sagenumwobenen Schmieden, den besten im gesamten Reich.	Myrosjański hełm	Myrosja była ojczyzną legendarnych kowali, najlepszych w Imperium.			Myrosyalı Miğferi	Myros, imparatorluğun en iyi demircilerinin bulunduğu efsanevi bir diyardı.	Guanti Mirosiani	Myros era una terra di fabbri favolosi, i migliori dell'Impero
172	Traitor's Chain Shirt	Once worn by those that rebelled against the Empire.	Camisa de mallas del Traidor	Armadura de quienes se rebelaron contra el Imperio	Кольчуга Предателя	Когда-то носили те, кто восстал против Империи.	Camisa de Malha do Traidor	Uma vez vestido por aqueles que se rebelaram contra o império.	Kettenhemd des Verräters	Einst von denen getragen, die gegen das Reich rebellierten.	Kolczy pancerz zdrajcy	Kiedyś nosili takie buntownicy przeciwko Imperium.	Zrádcova Brň - Košile	Nošena těmi, co se postavili Impériu.	Hainlerin Zincir Göğüs Zırhı	İmparatorluğa karşı isyan edenler giymişti.	Giaco di maglia del Traditore	Indossato un tempo da quelli che si ribellarono contro l'Impero
173	Traitor's Chain Leggings	Once worn by those that rebelled against the Empire.	Grebas de mallas del Traidor	Armadura de quienes se rebelaron contra el Imperio	Поножи Предателя	Когда-то носили те, кто восстал против Империи.	Calça de Malha do Traidor	Uma vez vestido por aqueles que se rebelaram contra o império.	Kettenhose des Verräters	Einst von denen getragen, die gegen das Reich rebellierten.	Kolcze nogawice zdrajcy	Kiedyś nosili takie buntownicy przeciwko Imperium.	Zrádcova Brň - Kamaše	Nošena těmi, co se postavili Impériu.	Hainlerin Zincir Bacak Zırhı	İmparatorluğa karşı isyan edenler giymişti.	Gambali di maglia del Traditore	Indossati un tempo da quelli che si ribellarono contro l'Impero
174	Traitor's Chain Gauntlets	Once worn by those that rebelled against the Empire.	Brazales de mallas del Traidor	Armadura de quienes se rebelaron contra el Imperio	Наручи Предателя	Когда-то носили те, кто восстал против Империи.	Braceletes de Malha do Traidor	Uma vez vestido por aqueles que se rebelaram contra o império.	Kettenhandschuhe des Verräters	Einst von denen getragen, die gegen das Reich rebellierten.	Kolcze rękawice zdrajcy	Kiedyś nosili takie buntownicy przeciwko Imperium.	Zrádcova Brň - Rukavice	Nošena těmi, co se postavili Impériu.	Hainlerin Zincir Eldivenleri	İmparatorluğa karşı isyan edenler giymişti.	Guanti di maglia del Traditore	Indossati un tempo da quelli che si ribellarono contro l'Impero
175	Traitor's Chain Boots	Once worn by those that rebelled against the Empire.	Botas de mallas del Traidor	Armadura de quienes se rebelaron contra el Imperio	Сапоги Предателя	Когда-то носили те, кто восстал против Империи.	Botas de Malha do Traidor	Uma vez vestido por aqueles que se rebelaram contra o império.	Kettenstiefel des Verräters	Einst von denen getragen, die gegen das Reich rebellierten.	Kolcze buty zdrajcy	Kiedyś nosili takie buntownicy przeciwko Imperium.	Zrádcova Brň - Boty	Nošena těmi, co se postavili Impériu.	Hainlerin Zincir Çizmeleri	İmparatorluğa karşı isyan edenler giymişti.	Stivali di maglia del Traditore	Indossati un tempo da quelli che si ribellarono contro l'Impero
176	Traitor's Chain Coif	Once worn by those that rebelled against the Empire.	Casco de mallas del Traidor	Armadura de quienes se rebelaron contra el Imperio	Шлем Предателя	Когда-то носили те, кто восстал против Империи.	Coifa de Malha do Traidor	Uma vez vestido por aqueles que se rebelaram contra o império.	Kettenhaube des Verräters	Einst von denen getragen, die gegen das Reich rebellierten.	Kolczy kaptur zdrajcy	Kiedyś nosili takie buntownicy przeciwko Imperium.	Zrádcova Brň - Čapka	Nošena těmi, co se postavili Impériu.	Hainlerin Zincir Miğferleri	İmparatorluğa karşı isyan edenler giymişti.	Camaglio del Traditore	Indossato un tempo da quelli che si ribellarono contro l'Impero
180	Shield of the Forge	Licking flames have blackened it around the edges.	Escudo de la Forja	Las llamas han ennegrecido sus bordes.	Калёный Щит	Языки пламени закоптили его края.	Escudo da Forja	As chamas escureceram suas bordas.	Schild der Schmiede	Züngelnde Flammen haben seine Ränder angeschwärzt.	Tarcza Kuźni	Oplatające płomienie przyciemniły ją na brzegach.	Štít Výhně	Plameny ho olizovali až zčernal při okrajích.	Donanmanın Kalkanı	Yayan alevler kenarları kararmalı.	Scudo della Forgia	Le fiamme hanno annerito i suoi bordi
181	Shield of the Storm	It tickles your hand when you hold it. But in the right way.	Escudo de la Tormenta	Hace cosquillas al sujetarlo. Pero de las que gustan.	Штормовой Щит	Он пощипывает руку, когда его держишь. Но так и должно быть.	Escudo da Tempestade	Faz cósegas em sua mão quando você o segura. Mas do jeito certo.	Schild des Sturms	Wenn du es hältst, kribbelt es in deiner Hand. Aber auf angenehme Weise.	Tarcza Burzy	Łaskocze twoją rękę, gdy ją trzymasz. W dobrym sensie.	Štít Bouře	Lechtá tvou ruku, když ho držíš. Ale tím správným způsobem.	Fırtına Kalkanı	Tuttuğunda elini gıdıklıyor. Ama doğru şekilde tutarsan.	Scudo della Tempesta	Solletica la tua mano, ma nel modo giusto.
182	Charred Buckler	This thing is not very big or heavy, but it looks magical.	Rodela chamuscada	no puedes llamar a esto 'escudo' sin reirte.	Обгорелый Кулачный щит	Эта штука не слишком большая и прочная, но выглядит волшебной.	Broquel Chamuscado	Essa coisa não é muito grande ou pesada, mas parece mágica.	Verschmorter Faustschild	Dieses Teil ist nicht sehr groß oder schwer, sieht aber magisch aus.	Osmalony puklerz	Nie jest duży ani ciężki, ale wygląda magicznie.	Ohořelý Pukléř	Tato věc není velmi velká či těžká, vypadá však magicky.	Kömürleşmiş Kalkan	Bu şey çok büyük veya ağır değil, ama büyülü görünüyor.	Buckler carbonizzato	Questa cosa non è grande ne pesante, ma sembra magica.
183	Lesser Shield of Life	It displays the symbol of The Three.	Escudo vital Menor	Lleva el símbolo de Los Tres.	Малый щит Жизни	На нём символ Трёх.	Escudo Menor da Vida	Ele exibe o símbolo de Os Três.	Niederer Schild des Lebens	Ein Symbol der Drei ist darauf abgebildet.	Mniejsza tarcza życia	Ukazuje symbol Trójcy.	Nižší Štít Života	Zobrazuje symbol Trojice.	Küçük Yaşam Kalkanı	Üçler'in sembolünü teşhir ediyor.	Scudo minore della Vita	Ostenta il simbolo dei Tre
184	Steel Shield	Nothing like a wall of steel between you and harm.	Escudo de Acero	Nada como un muro de acero entre tú y el peligro.	Стальной щит	Просто стальная стена между тобой и опасностью.	Escudo de Aço	Nada como uma parece de aço entre você e o mal.	Stählerner Schild	Es geht doch nichts über eine Wand aus Stahl zwischen dir und der Gefahr.	Stalowa tarcza	Nie ma to jak ściana stali pomiędzy Tobą a zagrożeniem.	Ocelový Štít	Nic jiného než stěna z oceli mezi tebou a újmou.	Çelik Kalkan	Seninle zarar arasında çelikten bir duvar gibisi yoktur.	Scudo di acciaio	Niente come un muro di acciaio tra te e il pericolo
185	Hero's Shield	Ancient Imperial steel catches everyone's attention.	Escudo Heroico	Antiguo acero Imperial... Atrae todas las miradas	Щит Героя	Древняя Имперская сталь привлекает всеобщее внимание.	Escudo do Herói	Antigo aço Imperial captura a atenção de todos.	Schild des Helden	Alter imperialer Stahl sorgt immer für Aufmerksamkeit.	Tarcza bohatera	Starożytna, imperialna stal przyciąga uwagę wszystkich w okolicy.	Hrdinův Štít	Starodávná Imperiální ocel, jež strhne pozornost každého.	Kahramanın Kalkanı	Eski İmparatorluk çeliği herkesin dikkatini çeker.	Scudo dell'Eroe	Antico acciaio Imperiale, attira l'attenzione di tutti.
186	Petrified Wood Buckler	Made of deadwood trunks, enchanted by unknown magic.	Rodela de madera petrificada	madera de Deadwood, encantada por magia desconocida.	Кулачный щит из морёного дерева	Изготовлен из древесины Мертволесья, зачарован неведомой магией.	Broquel de Madeira Petrificada	Feita de troncos de deadwood, encantando por magia desconhecida	Versteinerter Holzschild	Hergestellt aus Baumstämmen des Totenwalds, verzaubert durch unbekannte Magie.	Skamieniały drewniany puklerz	Zrobiony z drewna Martwego Lasu, zaczarowany nieznaną magią.	Pukléř ze Zkamenělého Dřeva	Vyroben z kmenů Deadwoodu, očarována neznámou magií.	Taşlaşmış ahşap tokmak	Ölü ağaçların gövdelerinden yapılmış, bilinmeyen bir sihir tarafından büyülenmiş.	Buckler di legno pietrificato	Legno di Deadwood, incantato con magia sconosciuta
187	Shield of Life	It displays the symbol of The Three.	Escudo Vital	Lleva el símbolo de Los Tres.	Щит Жизни	На нём символ Трёх.	Escudo da Vida	Ele exibe o símbolo de Os Três.	Schild des Lebens	Ein Symbol der Drei ist darauf abgebildet.	Tarcza życia	Ukazuje symbol Trójcy.	Štít Života	Zobrazuje symbol Trojice.	Yaşam Kalkanı	Üçler'in sembolünü teşhir ediyor.	Scudo della Vita	Ostenta il simbolo dei Tre
188	Red Leather Buckler	It repels away flames like no other material.	Rodela de Cuero Rojo	Repele las llamas como ningún otro material.	Кулачный щит из красной кожи	Отражает пламя, как никакой другой материал.	Broquel de Couro Vermelho	Ele repele chamas como nenhum outro material.	Roter Lederfaustschild	Wehrt Flammen ab wie kein anderes Material.	Czerwony skórzany puklerz	Ochrania przed ogniem jak nic innego.	Červený Kožený Pukléř	Odhání plameny jako žádný jiný materiál.	Kırmızı Deri Tokmak	Başka hiçbir madde alevleri bu tokmak gibi püskürtemez.	Buckler di pelle rossa	Respinge le fiamme come nient'altro
189	Red Leather Shield	It repels away flames like no other material.	Escudo de Cuero Rojo	Repele las llamas como ningún otro material.	Щит из красной кожи	Отражает пламя, как никакой другой материал.	Escudo de Couro Vermelho	Ele repele chamas como nenhum outro material.	Roter Lederschild	Wehrt Flammen ab wie kein anderes Material.	Czerwona skórzana tarcza	Ochrania przed ogniem jak nic innego.	Červený Kožený Štít	Odhání plameny jako žádný jiný materiál.	Kırmızı Deri Kalkan	Başka hiçbir madde alevleri bu tokmak gibi püskürtemez.	Scudo di pelle rossa	Respinge le fiamme come nient'altro
190	Large Chitin Shield	It's better not to think what it's made of.	Escudo de Quitina	Mejor no pensar mucho en de qué está hecho.	Большой Хитиновый Щит	Лучше не думать о том, из чего это сделано.	Escudo Grande de Quitina	É melhor não pensar do que ele é feito.	Großer Chitinschild	Denk lieber nicht darüber nach, woraus er gemacht ist.	Duża chitynowa tarcza	Lepiej nie myśleć z czego jest zrobiona.	Velký Chitinový Štít	Je lepší nemyslet na to, z čeho je vyroben.	Büyük Kitin Kalkan	Neyden yapıldığını düşünmesem daha iyi.	Scudo grande di chitina	Meglio non pensare di cosa è fatto
191	Scutum	A deteriorated, yet usable shield used by Imperial infantry.	Scutum	Usado por la infantería imperial. Deteriorado, pero aun útil.	Ростовой Щит	Повреждённый, но ещё годный щит Имперских пехотинцев.	Scutum	Um deteriorado, mas ainda útil escudo usado pela infantaria Imperial.	Scutum	Verfallener, aber brauchbarer Schild der imperialen Infanterie.	Scutum	Zużyta, ale nadal użyteczna tarcza piechoty Imperium.	Scutum	Poničený, stále však použitelný štít, jež užívala Imperiální pěchota.	Scutum	İmparatorluk piyadeleri tarafından kullanılarak yıpranmış. Yine de kullanılabilir.	Scutum	Uno scudo della fanteria Imperiale, rovinato ma ancora utilizzabile
192	Chitin Shield	It's better not to think what it's made of.	Escudo de Quitina	Mejor no pensar mucho en de qué está hecho.	Хитиновый Щит	Лучше не думать о том, из чего это сделано.	Escudo de Quitina	É melhor não pensar do que ele é feito.	Chitinschild	Denk lieber nicht darüber nach, woraus er gemacht ist.	Chitynowa tarcza	Lepiej nie myśleć z czego jest zrobiona.	Chitinový Štít	Je lepší nemyslet na to, z čeho je vyroben.	Kitin Kalkan	Neyden yapıldığını düşünmesem daha iyi.	Scudo di chitina	Meglio non pensare di cosa è fatto
193	Anointed Shield	It displays the symbol of The Three.	Escudo Ungido	Lleva el símbolo de Los Tres.	Щит Помазанника	На нём символ Трёх.	Escudo Ungido	Ele exibe o símbolo de Os Três.	Gesalbter Schild	Ein Symbol der Drei ist darauf abgebildet.	Namaszczona tarcza	Ukazuje symbol Trójcy.	Pomazaný Štít	Zobrazuje symbol Trojice.	Kutsal Yağlı Kalkan	Üçler'in sembolünü teşhir ediyor.	Scudo consacrato	Ostenta il simbolo dei Tre
194	Infernal Aegis	Weightless, yet indestructible.	Aegis Infernal	Apenas pesa, pero es indestructible.	Инфернальная Эгида	Лёгкий, как пёрышко, почти неразрушимый.	Aegis Infernal	Sem peso algum, no entanto indestrutível	Höllischer Patron	Gewichtslos, aber dennoch unzerstörbar.	Piekielna Egida	Lekka, lecz niezniszczalna.	Pekelná Zástava	Beztížná, stále nezničitelná.	Şeytani Kalkan	Ağırlıksız, ama yine de tahrip edilemez.	Aegis infernale	Leggerissimo, ma indistruttibile
201	Goblin Flesh-Cutter	A wicked, crude weapon.	Corta-carne goblin	cuchillo rudo y retorcido	Гоблинский Кромсатель	Подлое, жестокое оружие.	Corta-Carne Goblin	Uma arma bruta e distorcida.	Fleischmesser der Goblins	Eine üble, grobschlächtige Waffe.	Gobliński przecinak mięsa	Okrutna, chropowata broń.	Skřetí Kráječ Masa	Podlá, surová zbraň.	Goblin Et Keseceği	Kötü, kaba bir silah.	Tagliacarne Goblin	Un'arma grezza
202	Goblin Lizardskin Boots	Good protection against fire, but they make your steps sound funny.	Botas goblin de piel de lagarto	Todo el estilo de la moda goblin. Incómodas, pero protegen del fuego.	Сапоги из кожи ящера	Хорошо защищают от огня, но шаги в них звучат забавно.	Botas Goblin de Pele de Lagarto	Boa proteção contra fogo, mas elas fazem seus passos soarem engraçados.	Eidechsenschuhe der Goblins	Guter Schutz gegen Feuer, aber deine Schritte klingen damit komisch.	Goblińskie jaszczurze buty	Dobra ochrona przeciw płomieniom, ale sprawiają, że twoje kroki brzmią śmiesznie.	Skřetí Boty z Ještěřice	Dobrá ochrana proti ohni, ale tvé kroky v nich znějí srandovně.	Goblinlerin Kertenkele Derisi Çizmesi	Ateşe karşı iyi koruma sağlıyor, ancak adımlarınız komik sesler çıkartıyor.	Stivali di pelle di lucertola Goblin	Buona protezione contro il fuoco, ma fanno suonare strani i passi
203	Thief's Blade	Stylish and fast silvery weapon.	Hoja de ladrón	arma plateada, ligera y rápida	Воровской Клинок	Стильное и быстрое блестящее оружие.	Lâmina do Ladrão	Arma prateada rápida e estilosa.	Diebesklinge	Modische und schnelle Silberwaffe.	Ostrze złodzieja	Stylowa, szybka i srebrna broń.	Zlodějova Čepel	Stylová a rychlá, stříbřitá zbraň.	Hırsızın Bıçağı	Şık ve hızlı gümüş silah.	Lama del Ladro	Arma d'argento, leggera e rapida
204	Sharp Orc Knife	Ugly and scary orc cleaver.	Cuchillo orco afilado	arma pesada para un cuchillo, muy afilada	Острый орочий нож	Кривой и жуткий орочий тесак.	Faca Afiada Orc	Faca Orc feia e amedrontadora.	Scharfes Orkmesser	Hässliches und furchteinflößendes Orkmesser.	Ostry nóż orków	Brzydki i budzący strach tasak orków.	Ostrý Orcký Nůž	Ošklivý a strašlivý orcký sekáček.	Keskin Ork Bıçağı	Çirkin ve korkunç ork bıçağı.	Mannaia orchesca affilata	Brutta e spaventosa
205	Bone Shiv	A sharp pointy thing made of human bone. Probably not very sanitary...	Shiv de huesos	Un hueso humano afilado como una cuchilla. No es muy higiénico...	Костяная Заточка	Острое лезвие из человеческой кости. Не слишком стерильно...	Canivete de Ossos	Uma coisa afiada e pontuda feita de osso humano. Provavelmente não muito higiênica...	Knochenmesser	Ein scharfes, spitzes Teil aus menschlichen Knochen. Wahrscheinlich nicht sehr hygienisch...	Kościana kosa	Ostry, szpiczasty przedmiot zrobiony z ludzkiej kości. Prawdopodobnie niezbyt higieniczne...	Shiv z Kosti	Ostrá hrotnatá věc vyrobená z lidské kosti. Pravděpodobně ne příliš hygienické...	Sustalı Kemik	İnsan kemiğinden yapılmış sivri uçlu bir şey. Muhtemelen çok sağlıklı değil ...	Shiv d'osso	Un osso umano appuntito e tagliente. Probabilmente non molto igienico...
206	Varaol's Boots	If you kick someone with this, they will surely notice.	Botas de Varaol	Si pateas a alguien con esto, se va a dar cuenta.	Сапоги Вараола	Если кого-то этим пнуть, он точно заметит.	Botas de Varaol	Se você chutar alguém com isso, eles vão perceber com certeza.	Varaols Stiefel	Wenn du damit jemanden trittst, wird er es sicherlich bemerken.	Buty Varaola	Jeśli kopniesz kogoś nimi, na pewno się zorientuje.	Varaolovy Boty	Jestli nakopneš někoho s tímto, ta to určitě zjistí.	Varaol'un Botları	Birisini bu botlarla tekmelerseniz, kesinlikle farkedecektir.	Stivali di Varaol	Se dai un calcio con questi, non passi inosservato
207	Lionskin Cuirass	Hear me roar!	Peto de Piel de León	¡Escucha mi Rugido!	Кираса из кожи Льва	Услышь мой рык!	Couraça de Pele de Leão	Ouça meu rugido!	Kürass aus Löwenhaut	Hör mein Gebrüll!	Lwi kirys	Usłysz mój ryk!	Kyrys ze Lví Kůže	Slyš můj řev!	Kaplan Derisi Göğüslük	Hırr, duy beni.	Corazza di pelle di leone	Ascoltami ruggire!
208	Mystic Vest	Wizards find it awesome, everyone else... nerdy.	Chaleco Místico	Los magos lo ven genial... Otros no tanto.	Чародейский Жилет	Волшебники находят его великолепным, остальные... мудрёным.	Túnica Mística	Magos acham isso demais, todo o resto... nerd.	Mystische Weste	Zauberer finden sie großartig, alle anderen... nerdig.	Mistyczna kamizelka	Magowie uważają, że jest świetna. Inni, że frajerska.	Mystická Vesta	Kouzelníci ji považují za skvělou, všichni ostatní... Mimoni.	Mistik Yelek	Sihirbazlar harika buluyor, diğerleri ... inekçe.	Tunica mistica	I maghi la trovano fantastica... gli altri da nerd
209	Breastplate of the Forge	Wearing this, flames will just tickle. Okay, not really.	Coraza de la Forja.	Llevando esto el fuego te hace cosquillas. Bueno... No.	Калёный Нагрудник	Если надеть это, языки пламени будут только щекотать. Ну, не совсем так...	Couraça da Forja	Vestindo isso, as chamas só farão cósquinhas. Okay, não exagera.	Brustpanzer der Schmiede	Wenn du ihn trägst, kitzeln dich die Flammen nur. Ok, nicht wirklich.	Napierśnik kuźni	Nosząc to płomienie tylko łaskoczą. Okej, nie do końca.	Kyrys Výhně	Nést tohle a plameny pouze šimrají. OuKej, ne doopravdy.	Demircinin Göğüs Zırhı	Bunu takiben, alevler gıdıklıyor. Tamam, gerçekten değil	Corazza della Forgia	Con questa le fiamme fanno il solletico. Più o meno...
210	Cowl of Fellowship	Wearing this, people smile at you all the time. Unsettling.	Casco de Amistad	La gente te sonríe todo el tiempo. Que nervios.	Капюшон Дружбы	Если надеть это, люди будут постоянно тебе улыбаться. Несколько пугает.	Capuz do Companheirismo	Vestindo isso, as pessoas sorrirão para você o tempo todo. Inquietante.	Schutzkappe der Kameradschaft	Wenn du sie trägst, lächeln dich die Leute ständig an. Verstörend.	Kaptur drużyny	Nosząc to ludzie uśmiechają się do Ciebie cały czas. Niepokojące.	Kutna Přátelství	Nést tohle a lidé se na tebe neustále usmívají. Zneklidňující.	Tarikat Örtüsü	Bunu giyince insanlar sana sürekli gülümser. Tedirgin edici.	Cappuccio dell'amicizia	Con questo la gente ti sorriderà sempre. Sconvolgente.
211	Troll Cleaver	This horrid weapon can be wielded as a shortsword. If you're a madman.	Cuchillo troll	Este arma terrorífica se puede usar como Espada corta.	Тесак Тролля	Это мерзкое оружие можно использовать как палаш. Если у тебя крыша поехала.	Cutelo Troll	Essa arma horrorosa pode ser usada como uma espada curta. Se você for um homem louco.	Trollbeil	Diese fürchterliche Waffe kann als Kurzschwert geschwungen werden. Wenn du ein Irrer wärst.	Tasak trolla	Ta okropna broń może być używana jako krótki miecz. Jeśli jesteś szaleńcem.	Trolí Sekáček	Tato ohavná zbraň může být používána jako krátký meč. Jestli jsi šílenec.	Troll Baltası	Bu korkunç silah kısa kılıç gibi işlenebilir.Eğer deli iseniz.	Mannaia troll	Questa orribile arma può essere usata come spada corta. Se sei un pazzo.
212	Heroic Helm	This ancient armor looks as if it was polished yesterday.	Yelmo de caballero	Pesadas placas de metal unidas por mallas	Шлем Героя	Эта древняя броня как будто только вчера отполирована.	Elmo do Herói	Essa armadura antiga aparente ter sido polida ontem.	Heroischer Helm	Diese antike Rüstung wirkt, als wäre sie erst gestern poliert worden.	Heroiczny hełm	Ten starożytny pancerz wygląda, jakby był polerowany wczoraj.	Heroická Helma	Prastará zbroj vypadající, jako by ji vyleštili včera.	Kahraman Miğferi	Bu eski zırh dün cilalanmış gibi görünüyor.	Elmo eroico	Sembra che sia stato lucidato proprio ieri
213	Lionskin Leggings	Hear me roar!	Grebas de piel de león	¡Escucha mi Rugido!	Поножи из кожи Льва	Услышь мой рык!	Calça de Pele de Leão	Escute meu rugido!	Hose aus Löwenhaut	Hör mein Gebrüll!	Lwie nogawice	Usłysz mój ryk!	Kamaše ze Lví Kůže	Slyš můj řev!	Kaplan Derisi Bacak Zırhı	Hırr, duy beni.	Gambali di pelle di leone	Ascoltami ruggire!
214	Boots of Balance	If your adventuring career flops, with these, you can become a tightrope walker.	Botas de Equilibrio	Si fracasas como aventurero, con esto podrías ser equilibrista.	Сапоги Равновесия	Если карьера приключенца не удастся, с этим можно стать канатоходцем.	Botas do Equilíbrio	Se a sua carreira de aventureiro falhar, com esses, você pode caminhar na corda bamba.	Stiefel des Gleichgewichts	Sollte deine Abenteurerkarriere scheitern, kannst du mit diesen Dingern Drahtseiltänzer werden.	Buty równowagi	Jeśli nie uda Ci się kariera podróżnika, z nimi będziesz mógł chodzić po linie.	Boty Rovnováhy	Jestli se ti kariéra dobrodruha nedaří, s nimi se užíš jako provazochodec.	Denge Botları	Eğer maceraperestlik kariyeriniz biterse, bunlar ile bir ip cambazı olabilirsiniz.	Stivali dell'equilibrio	Se la carriera di avventuriero dovesse andar male, potrai sempre fare l'equilibrista.
215	Ironfoot Boots	They stick magically to the ground when you're not walking.	Botas Pie de Hierro	Se pegan mágicamente al suelo cuando no caminas.	Сапоги Тяжёлого Шага	Магически прилипают к земле, когда ты стоишь.	Botas Pé de Ferro	Elas se prendem magicamente ao chão quando você não está andando.	Eisenfußstiefel	Sie kleben auf magische Weise am Boden, wenn du nicht läufst.	Buty żelaznej stopy	Magicznie przyklejają się do ziemi, gdy nie chodzisz.	Boty Železné Nohy	Kouzlem drží při zemi, když nechodíš.	Demirayak Botları	Yürümüyorken sihirli bir şekilde yere yapışırlar.	Stivali del piè di ferro	Si attaccano magicamente al terreno quando non cammini
216	Sharkskin Boots	You can make up all kind of stories if you wear these at the tavern.	Botas de Piel de Tiburón	Te puedes inventar unas historias de taberna increibles con estas botas.	Сапоги из акульей кожи	Можешь выдумывать что угодно, если зайдёшь в них в таверну.	Botas de Pele de Tubarão	Você pode inventar todo tipo de histórias se vestir um desses na taverna.	Stiefel aus Haihaut	Du kannst alle möglichen Geschichten erfinden, wenn du die im Wirtshaus trägst.	Rekinie buty	Możesz wymyślić jakąkolwiek historię, gdy będziesz je nosić w tawernie.	Boty ze Žraločí Kůže	Nesa tyto v hospodě můžeš vytvořit mnoho smyšlených příběhů.	Köpekbalığı Derisi Çizmeler	Bunları lokalde giyerseniz her tür hikayeyi hazırlayabilirsiniz.	Stivali di pelle di squalo	Con questi in taverna puoi inventare qualsiasi storia
217	Ruined Dragoon Boots	The Imperial Dragoons were impervious to flames, legends say.	Botas Draconianas Arruinadas	Los Dragones Imperiales eran, según se dice, inmunes al fuego	Рваные сапоги Драгуна	Легенда гласит, что Имперские Драгуны не боялись огня.	Botas de Dragoon Arruinadas	Os Dragões Imperiais eram impermeáveis às chamas, dizem as lendas.	Zerfledderte Dragonerstiefel	Den Legenden nach waren die imperialen Dragoner unantastbar für Flammen.	Zniszczone buty Dragona	Imperialni Dragoni byli odporni na ogień, tak mówią legendy.	Zničené Dragounské Boty	Legendy práví, že imperiální dragouni byli nezranitelní plamenem.	Ruined Dragoon Boots	Efsaneler, İmparatorluk Silahlı Kuvvetleri alevlerden etkilenmediğini söylüyor.	Stivali di pelle di drago rovinati	Le leggende dicono che i Dragoni Imperiali fossero immuni al fuoco
218	The Undermother's Hide	No wonder she was so tough. But now it's yours!	Piel de la Inframadre	No te extraña que fuese tan dura... ¡Pero ahora es tuya!	Шкура Матери Подземья	Кого волнует, как она была сильна? Теперь это ваше!	A Pele da Undermother	Nenhuma surpresa ela ser tão forte. Mas agora é seu!	Fell der Mutter der Tiefe	Kein Wunder, dass sie so zäh war. Aber jetzt gehört es dir.	Skóra Podziemnej Królowej	Nic dziwnego, że była takim wyzwaniem! Teraz jest twoja!	Kůže Podzemní Matky	Žádný div, že byla tak odolná. Teď je však tvá!	Övülmeyenlerin Gizle	Çok zorlandığına şaşmamalı.Ama şimdi senin!	Pelle della Madre Infera	Nessuna meraviglia che fosse così dura. Ma adesso è tua!
219	Anointed Cuirass	Light armor. Not the best protection, but carries a powerful blessing.	Peto de cuero	No es la mejor armadura del mundo pero... es barata.	Кираса Помазанника	Лёгкая броня. Не лучшая защита, но несёт на себе мощное благословение.	Couraça Ungida	Armadura leve. Não é a melhor proteção, mas carrega benções poderosas.	Gesalbter Kürass	Leichte Rüstung. Nicht der beste Schutz, trägt aber einen mächtigen Segen.	Namaszczony kirys	Lekki pancerz. Nie najlepsza ochrona, ale ma w sobie potężne błogosławieństwo.	Pomazaný Kyrys	Lehká zbroj. Není to nejlepší ochrana, nese však mocné požehnání.	Anointed Cuirass	Hafif zırh.En iyi koruma değil, ancak güçlü bir nimet taşımaktadır.	Corazza consacrata	Armatura leggera. Non la migliore protezione, ma è benedetta
