item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT	name_FR	desc_FR
3029	Ivory Ring	Some primitive yet powerful magic is noticeable by merely touching it.	Anillo de Marfil	Magia primitiva pero muy potente, se siente con sólo tocarlo.	ÐšолÑŒÑ†о из Слоновой ÐšосÑ‚и	Ðšакая-Ñ‚о пÑ€имиÑ‚ивная, но моÑ‰ная магия замеÑ‚на пÑ€осÑ‚о пÑ€и пÑ€икосновении к немÑƒ	Anel de Marfim	Alguma primitiva no entanto poderosa magia é notável meramente tocando nisso.	Elfenbeinring	Bei bloÃŸer Berührung wird eine primitive, aber mächtige Magie spürbar.	PierÅ›cieÅ„ z koÅ›ci sÅ‚oniowej	CzuÄ‡ w nim prymitywnÄ…, lecz potÄ™żnÄ… magiÄ™.	Slonovinový Prsten	Již pÅ™i pouhém doteku je cítit primitivní, pÅ™esto mocná, magie.	FildiÅŸi halka	Bazı ilkel fakat güçlü sihir sadece dokunarak farkedilebilir.	Anello d'avorio	Semplicemente toccandolo, si sente della magia primitiva ma potente	Ivory Ring	Some primitive yet powerful magic is noticeable by merely touching it.
2532	Magical Sapphire	Gleams with a malignant blue light.	Zafiro mágico	Brilla con una perversa luz azul	ÐœагиÑ‡еский СапÑ„иÑ€	ÐœеÑ€Ñ†аеÑ‚ злобнÑ‹м синим свеÑ‚ом.	Safira Mágica	Brilha com uma luz azul maligna.	Magischer Saphir	Verstrahlt ein bösartiges blaues Licht.	Magiczny szafir	LÅ›ni zÅ‚owrogim niebieskim swiatÅ‚em.	Magický Safír	ZáÅ™í zlovÄ›stným modrým svÄ›tlem.	Büyülü safir	Habis mavi bir ıÅŸıkla parıltılar.	Zaffiro magico	Brilla di una luce maligna blu	Magical Sapphire	Gleams with a malignant blue light.
2533	Ruby Key with number 1	It seems to be very ancient, probably magical.	Llave de Rubí con el número 1	Parece muy antigua y posiblemente mágica.	РÑƒбиновÑ‹й клÑŽÑ‡ с Ñ†иÑ„Ñ€ой 1	ÐšажеÑ‚ся оÑ‡енÑŒ дÑ€евним, веÑ€ояÑ‚но, волÑˆебнÑ‹м.	Chave Rubi com número 1	Parece ser muito antigo, provavelmente mágico.	Rubinroter Schlüssel Nr. 1	Er scheint sehr alt und möglicherweise magisch zu sein.	Rubinowy klucz nr. 6	Wydaje siÄ™ byÄ‡ bardzo stary, pewnie jest magiczny.	Rubínový Klíč s číslem 1	Vypadá velmi starobyle, pravdÄ›podobnÄ› kouzelný.	1 numaralı Ruby Anahtarı	Ã‡ok eski, muhtemelen büyülü gibi görünüyor.	Chiave di rubino numero 1	Sembra molto antica, probabilmente magica	Ruby Key with number 1	It seems to be very ancient, probably magical.
1021	Gold Ingot	Good for selling and nothing else. 	Lingote de oro	Sirve para venderlo y nada más.	СлиÑ‚ок Ð—олоÑ‚а	ХоÑ€оÑˆ Ñ‚олÑŒко для пÑ€одажи.	Lingote de Ouro	Bom para se vender e nada mais.	Goldbarren	Gut zum Verkaufen, ansonsten nutzlos.	Sztabka zÅ‚ota	Nadaje siÄ™ tylko do sprzedaży.	Zlatý Ingot	Dobrý na prodej a nic jiného.	Altın külçe	SatıÅŸ için iyi ve baÅŸka bir ÅŸey yok.	Lingotto d'oro	Buono da vendere, nient'altro	Gold Ingot	Good for selling and nothing else.
2618	Broken Crown of Tol	A god's headwear! Would make a great souvenir, if it wasn't cursed, that is.	Corona Rota de Tol	¡El sombrero de un diós! Sería un buen recuerdo, si no fuera porque posiblemente está maldito.	Сломанная ÐšоÑ€она Тола	Ð“оловной ÑƒбоÑ€ Ð‘ога! СÑ‚ал бÑ‹ оÑ‚лиÑ‡нÑ‹м сÑƒвениÑ€ом если бÑ‹ не бÑ‹л пÑ€окляÑ‚.	Coroa Quebrada de Tol	O chapéu de um deus! Daria uma ótima lembrança, se não estivesse amaldiaçoado, é claro.	Zerbrochene Krone von Tol	Der Kopfschmuck eines Gottes! Ein groÃŸartiges Souvenir, wäre da nicht dieser Fluch.	Uszkodzona Korona Tola	Nakrycie gÅ‚owy boga! Gdyby nie byÅ‚a uszkodzona, byÅ‚aby z niej wspaniaÅ‚a pamiÄ…tka.	Rozbitá Koruna Tola	Boží pokrývka hlavy! Byl by to skvÄ›lý suvenýr, kdyby nebyl prokletý.	Tol'un KırılmıÅŸ Tacı	Bir tanrıça ÅŸapkalı! EÄŸer lanetli olmasaydı, harika bir hatıra olurdu.	Corona rotta di Tol	Un copricapo da Dio! Sarebbe un bel souvenir, se solo non fosse maledetto	Broken Crown of Tol	A god's headwear! Would make a great souvenir, if it wasn't cursed, that is.
3030	Bishop Ring	A good man gave it to you.	Anillo de Obispo	Un buen hombre te lo dió.	ÐšолÑŒÑ†о Ð•пископа	ХоÑ€оÑˆий Ñ‡еловек дал вам эÑ‚о.	Anel do Bispo	Um bom homem o deu a você.	Bischofsring	Ein guter Mann hat ihn dir gegeben.	PierÅ›cien Biskupa	DaÅ‚ ci go dobry czÅ‚owiek.	Prsten Biskupa	Dobrý muž ti toto dal.	BaÅŸrahip YüzüÄŸü	İyi bir adam sana verdi.	Anello del vescovo	Te l'ha dato un brav'uomo	Bishop Ring	A good man gave it to you.
5035	Tome of Lost Wisdom	Once you read it, it will crumble to dust. Will you dare?	Tomo de Sabiduría Perdida	Una vez lo leas se convertirá en polvo. ¿Te atreves?	ФолианÑ‚ ÐŸоÑ‚еÑ€янной ÐœÑƒдÑ€осÑ‚и	Ðšак Ñ‚олÑŒко вÑ‹ его пÑ€оÑ‡иÑ‚аеÑ‚е, он обÑ€аÑ‚иÑ‚ся в пÑ‹лÑŒ. Ð’Ñ‹ посмееÑ‚е?	Tomo do Conhecimento Perdido	Uma vez que você ler, o livro se tornará pó. Vai se atrever?	Foliant der verlorenen Weisheit	Sobald du ihn liest, wird er zu Staub zerfallen. Traust du dich?	KsiÄ™ga Zaginionej MÄ…droÅ›ci	Po przeczytaniu rozpadnie siÄ™ w pyÅ‚. OÅ›mielisz siÄ™?	Svazek Ztracené Moudrosti	Jakmile ji jednou pÅ™ečteš, rozpadne se v prach. Chceš tak učinit?	Kayıp Bilginin TapınaÄŸı	OkuduÄŸunda, toz parçalanacak.Cüret eder misin?	Tomo della saggezza perduta	Una volta letto, si sgretolerà in cenere. Oserai leggerlo?	Tome of Lost Wisdom	Once you read it, it will crumble to dust. Will you dare?
221	Holy Helm	Engraved with a symbol of The Three, it hums with protective magic.	Yelmo Sagrado	Grabado con el símbolo de Los Tres, vibra por la magia de protección.	СвяÑ‰еннÑ‹й Шлем	Ð“Ñ€авиÑ€ованнÑ‹й символом ТÑ€Ñ‘Ñ…, он гÑƒдиÑ‚ оÑ‚ заÑ‰иÑ‚ной магии.	Elmo Sagrado	Encravado com o símbolo de Os Três, vibra com magia protetora.	Heiliger Helm	Mit Symbolen der Drei versehen, brummt er vor schützender Magie.	ÅšwiÄ™ty heÅ‚m	Pokryty symbolami Trójcy, zawiera magiÄ™ ochronnÄ….	Svatá PÅ™ilba	Zdobená rytými symboly sv. Trojice, hučí protektivní magií.	Kutsal Hazneler	The Three sembolüyle oyulmuÅŸ, koruyucu sihir ile titreÅŸiyor.	Elmo sacro	Elmo inciso con uno stemma dei Tre, ferve di una magia protettiva	Holy Helm	Engraved with a symbol of The Three, it hums with protective magic.
5060	Epic Omelette	Words can't describe the taste. Having one is equivalent to a six hour rest at the inn.	Tortilla Ã‰pica	Las palabras no pueden describir el sabor. Comer una equivale a un descanso de seis horas en la posada.	ЭпиÑ‡еский ÐžмлеÑ‚	Словами не описаÑ‚ÑŒ вкÑƒс. СÑŠесÑ‚ÑŒ его Ñ€авнознаÑ‡но ÑˆесÑ‚иÑ‡асовомÑƒ оÑ‚дÑ‹Ñ…Ñƒ в госÑ‚иниÑ†е.	Omelete Ã‰pico	Palavras não podem descrever o sabor. Comer um é o equivalente a seis horas de descanso na taverna.	Episches Omelett	Worte können den Geschmack nicht beschreiben. Es zu essen, ist wie eine sechsstündige Rast im Gasthaus.	Epicki omlet	Jego smaku nie da siÄ™ opisaÄ‡ sÅ‚owami. Zjedzenie go to jak 6 godzin snu w gospodzie.	Obrovská Omeleta	Slova nemohou popsat tu chuť. Dát si jednu se vyrovná šesti hodinám odpočinku v krčmÄ›.	Epik omlet	Kelimeler tadı tarif edemez. Bir tanesi hanede altı saat dinlenmeye eÅŸdeÄŸerdir.	Frittata epica	Le parole non possono descrivere il sapore. Mangiarne uno è come riposare 6 ore alla locanda	Epic Omelette	Words can't describe the taste. Having one is equivalent to a six hour rest at the inn.
250	Ashen Chestplate	The mutant minotaurs of the Wastes still know how to forge armor.	Coraza de Cenizas	Los minotauros mutantes de los páramos aun saben forjar armaduras.	ÐŸепелÑŒная ÐšиÑ€аса	ÐœÑƒÑ‚анÑ‚Ñ‹-миноÑ‚авÑ€Ñ‹ из ÐŸÑƒсÑ‚оÑˆей всÑ‘ еÑ‰е знаÑŽÑ‚, как коваÑ‚ÑŒ бÑ€онÑŽ.	Armadura das Cinzas	Os minotauros mutantes ainda sabem como forjar armaduras.	Aschgrauer Brustpanzer	Die mutierten Minotauren des Ã–dlands wissen noch immer, wie man Rüstungen schmiedet.	Popielny NapierÅ›nik	Minotaury z Pustkowi nadal wiedzÄ… jak siÄ™ robi pożÄ…dne zbroje.	Popelečný Kyrys	Zmutovaní minotauÅ™i z Pustiny stále vÄ›dí, jak vyrobit zbroj.	Ashen Chestplate	The mutant minotaurs of the Wastes still know how to forge armor.	Pettorale della Cenere	I minotauri mutanti dei Rifiuti sanno ancora come forgiare armature.	Ashen Chestplate	The mutant minotaurs of the Wastes still know how to forge armor.
251	Ashen Gauntlets	The mutant minotaurs of the Wastes still know how to forge armor.	Guantes de Cenizas	Los minotauros mutantes de los páramos aun saben forjar armaduras.	ÐŸепелÑŒнÑ‹е ÐŸеÑ€Ñ‡аÑ‚ки	ÐœÑƒÑ‚анÑ‚Ñ‹-миноÑ‚авÑ€Ñ‹ из ÐŸÑƒсÑ‚оÑˆей всÑ‘ еÑ‰е знаÑŽÑ‚, как коваÑ‚ÑŒ бÑ€онÑŽ.	Luvas das Cinzas	Os minotauros mutantes ainda sabem como forjar armaduras.	Aschgraue Handschuhe	Die mutierten Minotauren des Ã–dlands wissen noch immer, wie man Rüstungen schmiedet.	Popielne RÄ™kawice	Minotaury z Pustkowi nadal wiedzÄ… jak siÄ™ robi pożÄ…dne zbroje.	Popelečné Rukavice	Zmutovaní minotauÅ™i z Pustiny stále vÄ›dí, jak vyrobit zbroj.	Ashen Gauntlets	The mutant minotaurs of the Wastes still know how to forge armor.	Guanti della Cenere	I minotauri mutanti dei Rifiuti sanno ancora come forgiare armature.	Ashen Gauntlets	The mutant minotaurs of the Wastes still know how to forge armor.
252	Ashen Leggings	The mutant minotaurs of the Wastes still know how to forge armor.	Grebas de Cenizas	Los minotauros mutantes de los páramos aun saben forjar armaduras.	ÐŸепелÑŒнÑ‹е ÐŸоножи	ÐœÑƒÑ‚анÑ‚Ñ‹-миноÑ‚авÑ€Ñ‹ из ÐŸÑƒсÑ‚оÑˆей всÑ‘ еÑ‰е знаÑŽÑ‚, как коваÑ‚ÑŒ бÑ€онÑŽ.	Calças das Cinzas	Os minotauros mutantes ainda sabem como forjar armaduras.	Aschgraue Hose	Die mutierten Minotauren des Ã–dlands wissen noch immer, wie man Rüstungen schmiedet.	Popielne Nogawice	Minotaury z Pustkowi nadal wiedzÄ… jak siÄ™ robi pożÄ…dne zbroje.	Popelečné Kamaše	Zmutovaní minotauÅ™i z Pustiny stále vÄ›dí, jak vyrobit zbroj.	Ashen Leggings	The mutant minotaurs of the Wastes still know how to forge armor.	Gambali della Cenere	I minotauri mutanti dei Rifiuti sanno ancora come forgiare armature.	Ashen Leggings	The mutant minotaurs of the Wastes still know how to forge armor.
253	Ashen Boots	The mutant minotaurs of the Wastes still know how to forge armor.	Botas de Cenizas	Los minotauros mutantes de los páramos aun saben forjar armaduras.	ÐŸепелÑŒнÑ‹е Сапоги	ÐœÑƒÑ‚анÑ‚Ñ‹-миноÑ‚авÑ€Ñ‹ из ÐŸÑƒсÑ‚оÑˆей всÑ‘ еÑ‰е знаÑŽÑ‚, как коваÑ‚ÑŒ бÑ€онÑŽ.	Botas das Cinzas	Os minotauros mutantes ainda sabem como forjar armaduras.	Aschgraue Stiefel	Die mutierten Minotauren des Ã–dlands wissen noch immer, wie man Rüstungen schmiedet.	Popielne Buty	Minotaury z Pustkowi nadal wiedzÄ… jak siÄ™ robi pożÄ…dne zbroje.	Popelečné Boty	Zmutovaní minotauÅ™i z Pustiny stále vÄ›dí, jak vyrobit zbroj.	Ashen Boots	The mutant minotaurs of the Wastes still know how to forge armor.	Stivali della Cenere	I minotauri mutanti dei Rifiuti sanno ancora come forgiare armature.	Ashen Boots	The mutant minotaurs of the Wastes still know how to forge armor.
254	Ashen Helm	The mutant minotaurs of the Wastes still know how to forge armor.	Yelmo de Cenizas	Los minotauros mutantes de los páramos aun saben forjar armaduras.	ÐŸепелÑŒнÑ‹й Шлем	ÐœÑƒÑ‚анÑ‚Ñ‹-миноÑ‚авÑ€Ñ‹ из ÐŸÑƒсÑ‚оÑˆей всÑ‘ еÑ‰е знаÑŽÑ‚, как коваÑ‚ÑŒ бÑ€онÑŽ.	Capacete das Cinzas	Os minotauros mutantes ainda sabem como forjar armaduras.	Aschgrauer Helm	Die mutierten Minotauren des Ã–dlands wissen noch immer, wie man Rüstungen schmiedet.	Popielny HeÅ‚m	Minotaury z Pustkowi nadal wiedzÄ… jak siÄ™ robi pożÄ…dne zbroje.	Popelečná PÅ™ilba	Zmutovaní minotauÅ™i z Pustiny stále vÄ›dí, jak vyrobit zbroj.	Ashen Helm	The mutant minotaurs of the Wastes still know how to forge armor.	Elmo della Cenere	I minotauri mutanti dei Rifiuti sanno ancora come forgiare armature.	Ashen Helm	The mutant minotaurs of the Wastes still know how to forge armor.
740	Axe of the Depths	Crafted in the lava pits of the Ashen Wastes.	Hacha de las Profundidades	Forjada en los lagos de lava de los Páramos de Cenizas.	ТопоÑ€ глÑƒбин	Создан в ямаÑ… лавÑ‹ ÐŸепелÑŒнÑ‹Ñ… пÑƒсÑ‚оÑˆей	Machado das Profundezas	Construído nas fossas de lava das Terras Cinzentas.	Axt der Tiefe	Hergestellt in den Lavagruben des Aschgrauen Ã–dlands.	Topór GÅ‚ebi	Wykuty w strumieniach lawy Spopielonych Pustkowi.	Sekera Hlubin	Vyrobena v lávových jezírcích Popeleční Pustiny.	Axe of the Depths	Crafted in the lava pits of the Ashen Wastes.	Ascia del profondo	Realizzato nelle fosse laviche dei rifiuti di Cenere.	Axe of the Depths	Crafted in the lava pits of the Ashen Wastes.
741	Axe of the Minotaur Kings	The greatest relic of the fabled Kingdom of Galade.	Hacha de los Reyes Minotauro	La mayor reliquia del reino perdido de Galade.	ТопоÑ€ ÐšоÑ€олей ÐœиноÑ‚авÑ€ов	Ð’еликая Ñ€еликвия поÑ‚еÑ€янного коÑ€олевсÑ‚ва Ð“алэйд.	Machado do Rei dos Minotauros	A maior relíquia do fabuloso Reino de Galade.	Axt der Minotaurenkönige	Die bedeutendste Reliquie des sagenumwobenen Königreichs von Galade.	Topór Królów Minotaurów	Najwspanialszy relikt legendarnego Królestwa Galade.	Sekera MinotauÅ™ího Krále	NejvÄ›tší relikvie bájného Galadského Království.	Axe of the Minotaur Kings	The greatest relic of the fabled Kingdom of Galade.	Ascia del Re Minotauro	La più grande reliquia del leggendario Regno di Galade.	Axe of the Minotaur Kings	The greatest relic of the fabled Kingdom of Galade.
750	Nanocarbon Sword	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.	Espada de Nanocarbono	Corta cualquier cosa sin esfuerzo, el filo vibra para despedazar enemigos. Da miedo.	НаноÑƒглеÑ€однÑ‹й меÑ‡	Ð‘ез Ñ‚Ñ€Ñƒда Ñ€азÑ€езаеÑ‚ Ñ‡Ñ‚о Ñƒгодно, а осÑ‚Ñ€ие вибÑ€иÑ€ÑƒеÑ‚, Ñ€азÑ€Ñ‹вая вÑ€ага на Ñ‡асÑ‚и. Ð–ÑƒÑ‚коваÑ‚о.	Espada de Nanocarbono	Fatia qualquer coisa sem esforço, e a borda vibra despedaçando os inimigos. Assustador.	Nanokarbon-Schwert	Die vibrierende Schneide zerlegt deine Gegner mühelos in kleine Stücke. Furchterregend.	Miecz z nanowÄ™gla	Przecina wszystko niczym masÅ‚o, wibrujÄ…ce ostrze rozrywa wrogów na kawaÅ‚ki. Straszne.	Nano-uhlíkový Meč	Projde čímkoliv bez námahy a ostÅ™í vybruje, jako by mÄ›lo roztrhat nepÅ™átele na kousky. DÄ›sivé.	Nanocarbon Sword	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.	Spada di Nanocarbonio	Passa attraverso tutto senza sforzo, e il bordo vibra per ridurre i nemici a pezzi. Pauroso.	Nanocarbon Sword	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.
751	Pneumatic Mallet	Shifts its own weight in mid-swing to make your blows devastating and effortless.	Mazo Neumático	Desplaza su propio peso para que tus golpes sean ágiles y devastadores.	ÐŸневмаÑ‚иÑ‡еский молоÑ‚	Ð’о вÑ€емя взмаÑ…а пеÑ€емеÑ‰аеÑ‚ свой Ñ†енÑ‚Ñ€ Ñ‚яжесÑ‚и, Ñ‡Ñ‚обÑ‹ ÑƒдаÑ€ бÑ‹л сокÑ€ÑƒÑˆиÑ‚елÑŒнÑ‹м и не Ñ‚Ñ€ебовал Ñƒсилий.	Marreta Pneumática	Desloca seu própio peso, balançando, para tornar seus golpes devastadores e sem esforço.	Pneumatischer Hammer	Verlagert das eigene Gewicht während des Schwungs, um deinen Schlag mühelos und vernichtend zugleich zu machen.	MÅ‚ot pneumatyczny	Zmienia swÄ… wagÄ™ wpóÅ‚ uderzenia, a ciosy sÄ… Å‚atwe i niszczycielskie.	Pneumatické Kladivo	Zvyšuje svou vlástní váhu v půlce máchnutí, aby tvé údery byly bez námahy devastující.	Pneumatic Mallet	Shifts its own weight in mid-swing to make your blows devastating and effortless.	Mazzuolo Pneumatico	Sposta il proprio peso in modo che i tuoi colpi sono agili e devastanti.	Pneumatic Mallet	Shifts its own weight in mid-swing to make your blows devastating and effortless.
752	Nanocarbon Scalpel	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.	Escalpelo de Nanocarbono	Corta cualquier cosa sin esfuerzo, el filo vibra para despedazar enemigos. Da miedo.	НаноÑƒглеÑ€однÑ‹й скалÑŒпелÑŒ	Ð‘ез Ñ‚Ñ€Ñƒда Ñ€азÑ€езаеÑ‚ Ñ‡Ñ‚о Ñƒгодно, а осÑ‚Ñ€ие вибÑ€иÑ€ÑƒеÑ‚, Ñ€азÑ€Ñ‹вая вÑ€ага на Ñ‡асÑ‚и. Ð–ÑƒÑ‚коваÑ‚о.	Adaga de Nanocarbono	Fatia qualquer coisa sem esforço, e a borda vibra despedaçando os inimigos. Assustador.	Nanokarbon-Skalpell	Die vibrierende Schneide zerlegt deine Gegner mühelos in kleine Stücke. Furchterregend.	Skalpel z nanowÄ™gla	Przecina wszystko niczym masÅ‚o, wibrujÄ…ce ostrze rozrywa wrogów na kawaÅ‚ki. Straszne.	Nano-uhlíkový Skalpel	Projde čímkoliv bez námahy a ostÅ™í vybruje, jako by mÄ›lo roztrhat nepÅ™átele na kousky. DÄ›sivé.	Nanocarbon Scalpel	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.	Scalpetto di Nanocarbonio	Passa attraverso tutto senza sforzo, e il bordo vibra per ridurre i nemici a pezzi. Pauroso.	Nanocarbon Scalpel	Slices through anything effortlessly, and the edge vibrates to rend enemies to pieces. Scary.
753	Ion Recurve	A bow without a string, yet capable of shooting strange energy bolts.	Arco de Iones	Un arco sin cuerda, pero aun así puede lanzar extrañas flechas de energía.	Ð˜онная Ð”Ñƒга	Ð›Ñƒк без Ñ‚еÑ‚ивÑ‹, способнÑ‹й сÑ‚Ñ€еляÑ‚ÑŒ сÑ‚Ñ€аннÑ‹ми энеÑ€геÑ‚иÑ‡ескими сÑ‚Ñ€елами.	Recurva de Ion	Um arco sem a corda, ainda assim capaz de disparar estranhos dardos de energia.	Ionenbogen	Ein Bogen ohne Sehne, der dennoch in der Lage ist, eigenartige Energiepfeile zu verschieÃŸen.	Jonowy Łuk Refleksyjny	Łuk bez ciÄ™ciwy, strzela piorunami.	Iontový Luk	Luk bez tÄ›tivy, pÅ™esto stále stÅ™ílí podivné energetické záblesky.	Ion Recurve	A bow without a string, yet capable of shooting strange energy bolts.	Arco Ionico	Un arco senza corda, ma capace di sparare strani bulloni energetici.	Ion Recurve	A bow without a string, yet capable of shooting strange energy bolts.
1022	Ancient Battery	An odd thing... Lights seem to be dancing inside this small glass box.	Batería Antigua	Extraño... Las luces parecen bailar dentro de esta extraña caja de vidrio.	Ð”Ñ€евняя Ð‘аÑ‚аÑ€ея	ЧÑƒдная веÑ‰ÑŒ... ÐšажеÑ‚ся, бÑƒдÑ‚о огонÑŒки внÑƒÑ‚Ñ€и эÑ‚ой  маленÑŒкой сÑ‚еклянной баноÑ‡ки Ñ‚анÑ†ÑƒÑŽÑ‚.	Bateria Antiga	Algo estranho... uma luz parece dançar dentro dessa pequena caixa de vidro.	Alte Batterie	Ein seltsames Ding... Lichter scheinen in diesem kleinen Glaskasten zu tanzen.	Starożytna Bateria	Dziwna rzecz... Wydaje siÄ™, że w Å›rodu szklanego pudeÅ‚ka taÅ„czy Å›wiatÅ‚o.	Starobylá Baterie	Podivná to vÄ›c... svÄ›tlo jako by tančilo uvnitÅ™ malé sklenÄ›né krabičky.	Ancient Battery	An odd thing... Lights seem to be dancing inside this small glass box.	Batteria Antica	Una cosa strana.... Le luci sembrano ballare all' interno di questa piccola scatola di vetro.	Ancient Battery	An odd thing... Lights seem to be dancing inside this small glass box.
1023	Large Battery	Whatever is inside this strange cage of glass and steel, seems to be trying to escape.	Batería Grande	Lo que sea que hay dentro de esta caja de cristal y acero, parece que quiere escapar.	Ð‘олÑŒÑˆая Ð‘аÑ‚аÑ€ея	ЧÑ‚о бÑ‹ ни бÑ‹ло внÑƒÑ‚Ñ€и эÑ‚ой сÑ‚Ñ€анной клеÑ‚ки из сÑ‚екла и сÑ‚али, оно, поÑ…оже, пÑ‹Ñ‚аеÑ‚ся вÑ‹бÑ€аÑ‚ÑŒся.	Bateria Grande	O que quer que esteja dentro dessa caixa feita de vidro e metal, parece querer escapar.	GroÃŸe Batterie	Was auch immer diesem seltsamen Käfig aus Glas und Stahl innewohnt, es scheint entkommen zu wollen.	Duża Bateria	Cokolwiek jest w tej dziwnej klatce ze szkÅ‚a i metalu, to próbuje uciec.	Velká Baterie	Cokoliv je uvnitÅ™ té zvláštní klece ze skla a oceli, se pokouší o útÄ›k.	Large Battery	Whatever is inside this strange cage of glass and steel, seems to be trying to escape.	Batteria Grande	Qualunque cosa sia all' interno di questa strana gabbia di vetro e acciaio, sembra stia cercando di fuggire.	Large Battery	Whatever is inside this strange cage of glass and steel, seems to be trying to escape.
255	Laminated Vest	Mechanically joined plates of an unknown metal, crafted with extraordinary perfection.	Armadura Laminada	Láminas de metal conectadas mecánicamente, con una habilidad extraordinaria.	СлоисÑ‚ая Ð‘Ñ€оня	ÐœеÑ…аниÑ‡ески соединеннÑ‹е пласÑ‚инÑ‹ из неизвесÑ‚ного меÑ‚алла, вÑ‹кованнÑ‹е с необÑ‹Ñ‡айной безÑƒпÑ€еÑ‡носÑ‚ÑŒÑŽ.	Veste Laminada	Placas de um metal desconhecido, unidas mecanicamente, construídas com extrema perfeição.	Lamellierter Harnisch	Mechanisch verbundene Platten eines unbekannten Metalls, mit auÃŸerordentlicher Präzision gefertigt.	Laminowana Kamizelka	Wykonana z nadzwyczajnÄ… dokÅ‚adnoÅ›ciÄ… zbroja z mechanicznie poÅ‚Ä…czonych pÅ‚ytek nieznanego metalu.	Laminovaná Vesta	Mechanicky spojené pláty z neznámého kovu, vyrobeno s neobyčejnou pÅ™esností.	Laminated Vest	Mechanically joined plates of an unknown metal, crafted with extraordinary perfection.	Veste Laminata	Piastre meccaniche di metallo sconosciuto, realizzate con straordinaria perfezione.	Laminated Vest	Mechanically joined plates of an unknown metal, crafted with extraordinary perfection.
256	Kevlar Vest	This armor is not heavier than a coat, yet it hardens like steel when it gets hit.	Chaleco de Kevlar	Esta armadura es tan ligera como una chaqueta, pero al recibir impactos se endurece.	ÐšевлаÑ€овая Ð‘Ñ€оня	ЭÑ‚а бÑ€оня не Ñ‚яжелее плаÑ‰а, но пÑ€и ÑƒдаÑ€е сÑ‚ановиÑ‚ся Ñ‚вÑ‘Ñ€дой, как сÑ‚алÑŒ.	Veste de Kevlar	Essa armadura é mais leve que um casaco, ainda assim é mais forte que o aço quando atingida.	Kevlarweste	Diese Rüstung ist nicht schwerer als ein Mantel, wird jedoch bei einem Treffer hart wie Stahl.	Kamizelka kevlarowa	Lekka jak pÅ‚aszcz, twarda niczym stal.	Kevlarová Vesta	Tato zbroj není tÄ›žší než kabát, pÅ™i zásahu však odolává jako ocel.	Kevlar Vest	This armor is not heavier than a coat, yet it hardens like steel when it gets hit.	Veste di Kevlar	Questa armatura è più leggera di un cappotto, ma si indurisce come l' acciaio quando viene colpita.	Kevlar Vest	This armor is not heavier than a coat, yet it hardens like steel when it gets hit.
257	Conductive Vest	Wondrous plates of an unknown metal shimmer with energy.	Armadura Conductiva	Láminas de un metal maravilloso que vibran cargadas de energía.	СосÑ‚авная Ð‘Ñ€оня	ЧÑƒдеснÑ‹е пласÑ‚инÑ‹ из неизвесÑ‚ного меÑ‚алла меÑ€Ñ†аÑŽÑ‚ энеÑ€гией.	Veste Condutora	Placas surpreendentes feitas de um metal desconhecido que brilham com a energia.	Leitfähiger Harnisch	Wunderliche Platten eines unbekannten Metalls schimmern vor Energie.	Kamizelka PrzewodzÄ…ca	Cudowne pÅ‚ytki nieznanego metalu poÅ‚yskujÄ… energiÄ….	Vodivá Vesta	Báječné pláty z neznámého kovu, jež se tÅ™pytí energií.	Conductive Vest	Wondrous plates of an unknown metal shimmer with energy.	Veste Conduttiva	Piastre meravigliose di un metallo sconosciuto luccicante di energia.	Conductive Vest	Wondrous plates of an unknown metal shimmer with energy.
258	Goggled Helmet	You've never seen a helmet crafted in this fashion before.	Yelmo con Anteojos	Jamás habías visto un casco similar...	Ð—аÑ‰иÑ‚нÑ‹й Шлем	Ð’Ñ‹ еÑ‰Ñ‘ не видели Ñˆлема, вÑ‹кованного насÑ‚олÑŒко сÑ‚илÑŒно.	Capacete com Ã“culos	Você nunca viu um capacete tão fashion em sua vida.	Brillenhelm	Du hast noch nie einen derartigen Helm gesehen.	HeÅ‚m z Goglami	Nigdy wczesniej nie widziaÅ‚eÅ› tak wykonanego heÅ‚mu.	Helma s Brýlemi	Dosud jsi nevidÄ›l helmu vyrobenou v takovém stylu.	Goggled Helmet	You've never seen a helmet crafted in this fashion before.	Elmo con Occhiali	Non hai mai visto un casco realizzato in questo modo prima d' ora.	Goggled Helmet	You've never seen a helmet crafted in this fashion before.
